nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
356,@nogyro2917,2023-09-13T13:12:49Z,"Kita yg cari duit halal susahnya minta ampun,nah ini giliran cari duit haram gampang bngt dpt triliunan 😬 bravo pak polisi .. ini baru namanya polisi beneran 👍",cari duit halal susah ampun gilir cari duit haram gampang sangat dpt triliun bravo polisi nama polisi beneran,negative
357,@fathularifin4428,2023-09-13T02:20:33Z,"Wah cuma permainan ,, hukum mati harus nya,,tapi ,,,biasa rubah seumur hidup ,,,hidup di tahanan masih bisa ngelola bisnis di tahanan,,,, Hukum apa an di NKRI ,,,, 🙈🙈🙈🙈🇮🇩♥️",main hukum mati rubah umur hidup hidup tahan ngelola bisnis tahan hukum nkri,negative
358,@suhermanto-uy4cn,2023-09-15T23:38:06Z,Kalau di Luar negeri kasus narkoba   1kg mesti hukuman mati. Kalau di sini biar gak repot ya hukuman mati biar gak merepotkan negara dan aparat negara. Gitu aja kok repot,negeri narkoba mesti hukum mati biar gak repot hukum mati biar gak repot negara aparat negara gitu aja repot,negative
359,@efendyh7774,2023-09-13T02:11:41Z,"Selagi mafia masih permainkan hukum,barang haram masih bebas beredar, sangat sulit memberantas, karena polisi menangkap tapi di mainkan mafia di pengadilan, jadinya polisi kecewa dan ahirnya konco konco di lapangan dengan mafia, tetap tidak berhasil karena saling tidak percaya.",selagi mafia main hukum barang haram bebas edar sulit berantas polisi tangkap main mafia adil polisi kecewa ahir konco konco lapang mafia hasil percaya,negative
360,@aisyahizzam8831,2023-09-15T00:59:32Z,Alhamdulillah... POLRI bisa membongkar sindikat Narkoba ( bubuk Sabu) semoga aparat Polri benar benar konsisten tuk menangkap jaringan Narkoba di NKRI karena Sabu sangat menghancurkan semua anak anak bangsa.. Alhamdulillah... Alhamdulillah... mantaap POLRI kita...,alhamdulillah polri bongkar sindikat narkoba bubuk sabu moga aparat polri konsisten tangkap jaring narkoba nkri sabu hancur anak anak bangsa alhamdulillah alhamdulillah mantaap polri,positive
361,@suristinsuristinasuritina6226,2023-09-13T00:08:39Z,"Alhamdullillah...ayo majukan endonesa bersih dari barang terlarang, semoga bandar bandar pengedar satu persatu akan tertangkap semua, biyar rakyàt indonesa ànak generasi muda biyar tidàk di jajah dengan narkoba lagi, karna skrg ini tidàk di kota saja yg diedarin, di desapun dah bànyàk anak anak muda yg di serang di rusak masadepan nya dengan narkoba, oràng tuwa kerja keras di negara orang, ànak nya di rumàh padà di cekokin sama tmn yg dàh liyar, beràntas semua sampai di ujung pelosok desa biyar indonesa bersih dari narkoba, kasihan rakyàt kecil  banyak yg jadi korban.terimakasih bpk polisi semangàt untuk betantas narkoba",alhamdullillah ayo maju endonesa bersih barang larang moga bandar bandar peedar satu tangkap biyar raky indonesa nak generasi muda biyar tid jajah narkoba karena sekarang tid kota diedarin desa anak anak muda serang rusak masadepan narkoba tuwa keras negara nak rum pad cekokin tmn liyar ber ntas ujung pelosok desa biyar indonesa bersih narkoba kasihan raky korban terimakasih bpk polisi semang betantas narkoba,positive
362,@romliromli7342,2023-09-12T23:01:43Z,Walah pak pelaku nya polisi juga ma komunis insya allah korban nya kebanyakan penduduk kafe kafe dan discotik,walah laku polisi komunis insya korban banyak duduk kafe kafe discotik,negative
363,@user-bn8cp8en6k,2023-09-16T13:42:46Z,"Hukum mati aja bandar narkoba ,dan juga beking bandar ,dan pengedar hukum mati yg pantas buat mereka karena mereka pembunuh masal secara perlahan,LBH kejam dari PKI hukuman mati buat bandar ,,beking ,pengedar",hukum mati aja bandar narkoba beking bandar peedar hukum mati bunuh masal perlahan lbh kejam pki hukum mati bandar beking peedar,negative
364,@sakkarepmu8798,2023-09-13T18:54:26Z,Alah di dalam penjara aja masih bisa melakukan transaksi narkoba terutama di sumatra utara parapejabat kalapas nya berbut untuk menduduki posisi strategis untuk menjaring uang mafia narkoba di dalam lapas penjara,alah penjara aja transaksi narkoba sumatra utara parapejabat kalapas berbut duduk posisi strategis jaring uang mafia narkoba lapas penjara,negative
365,@madantorealme6094,2023-09-13T00:55:20Z,"Di Rezim ini ..Bisnis Narkoba Tumbu suburr ,Makin Mereja lela ..Penegak Hukum Bnyk yg Trlibatt..m",rezim bisnis narkoba tumbu suburr reja lela tegak hukum banyak trliba,negative
366,@user-zf5qw4pg8h,2023-09-13T07:22:20Z,salut kpd polri.semoga polri semakin gencar untuk memburu bandar2 narkoba.krna narkoba tlah meracuni g muda .dan bisa mempengarui perekonomian indonesia,salut kpd polri moga polri gencar buru bandar narkoba karena narkoba tlah racun muda aru ekonomi indonesia,positive
367,@subagyosubagyo7154,2023-09-15T06:26:16Z,Terutama Hakim biadab juga hrs di hukum berat kerena sdh melindungi orang jahat di bumi indonesia,hakim biadab harus hukum berat rena sudah lindung jahat bumi indonesia,negative
368,@jbc89,2023-09-16T10:18:33Z,Ayo dong Indonesia buat peraturan seperti pilipina tembak di tempat saja tembak mati bahaya narkoba kepada anak anak muda penerus bangsa.,ayo indonesia atur pilipina tembak tembak mati bahaya narkoba anak anak muda terus bangsa,negative
369,@kuskusno4267,2023-09-13T12:50:26Z,"Alhamdulillah sabu nya udah pindah tangan dari mafia narkoba ke Bareskrim, tinggal POLRI yg ganti jadi bandar dan pengedar narkoba.sampai kiamat narkoba di Indonesia tak akan hilang.",alhamdulillah sabu sudah pindah tangan mafia narkoba bareskrim tinggal polri ganti bandar peedar narkoba kiamat narkoba indonesia hilang,negative
370,@sirojudin5726,2023-09-18T03:39:36Z,AWWB TLG SAMPAEKANKE PEMERINTAH SITA ASETNYASEMUA DAN HUKUMMATI MREKASEMUA BAWAKE NUSAKAMBANGAN MREKABIKIN RESAH MASARAKAT  TLG BURU DAN INTROGASIMRÈKA SEMUA JANGAN ADA YG LOLOS TLG SUPAÝA NKRI BEBÀ DR NAŔKOBA  TLG HUKUMMATI<br>MREKA JANGAN AMPUN HKM MATISEMUA WASSALAM DR R.J,awwb tlg sampaekanke perintah sita asetnyasemua hukummati mrekasemua bawake nusakambangan mrekabikin resah masarakat tlg buru introgasimr lolos tlg supa nkri beb koba tlg hukummatimreka ampun hkm matisemua wassalam,negative
371,@denilotus5538,2023-09-19T01:03:09Z,"Aduhh ditembak matilah semua yang manusia seperti itu,ngerusak bangsa ruginya jauh lebih besar dan gak ada hasilnya,jangan dikasih ampun apa lagi mereka masih mayoritas keturunan China seluruh aset keluarganya disita aja biar miskin sekalian keluarga diusir dari indonesia",aduhh tembak mati manusia ngerusak bangsa rugi gak hasil kasih ampun mayoritas turun china aset keluarga sita aja biar miskin keluarga usir indonesia,negative
372,@alasmansaragih4337,2023-09-17T15:26:16Z,"Indonesia..pasar  narkoba  yg paling  AMAN, NYAMAN.<br>CONTOH MALESYA   <br>COBA  SAJA TDK AKAN ADA YG BERANI.  TARUHAN  NYA,  MATI DAN IKUT KELUARGANYA..  JUGA MATI.  MAMPUKAH INDONESIA TERAPKAN  SPT   UU  MALESYA.  .??<br>TDK  AKAN   MAMPU. <br>KRN  HAKIM., JAKSA,  JUGA  NARKOBAON...",indonesia pasar narkoba aman nyaman contoh malesya coba tidak berani taruh mati keluarga mati indonesia terap spt malesya tidak karena hakim jaksa narkobaon,negative
373,@nadakurniawan6930,2023-09-15T22:19:50Z,Setengah kilo aja udah di kira bandar bisa di hukup mati . Apa lagi 10 ton? Klo masih lolos dr hukuman berat dan hanya di penjara beberapa tahun doang parah sih  🤔,kilo aja sudah bandar hukup mati ton lolos hukum berat penjara tahun doang parah,negative
374,@alexsanderalexsander6264,2023-09-13T04:52:30Z,"Mantaap polri... Untung yg di tugaskan bukan unk tangkap bandar dan BB polri yg jujur, klau yg tangkap jendral tedi Minahasa... Habis sudah BB dan uang dicuri.😅😅",mantaap polri untung tugas unk tangkap bandar polri jujur tangkap jendral tedi minahasa habis uang curi,positive
375,@sutionotiono7713,2023-09-19T12:58:36Z,pelaku bisnis narkoba memang harus dihukum  berat / mati  termasuk polisi yg melindungi pergerakan mereka tidak pandang bulu.... tapi anehnya walaupun sdh ada contoh hukuman mati / tembak  mereka ngk jerah juga.... hanya ada satu cara : yaitu  hrs dihabisi.....,laku bisnis narkoba hukum berat mati polisi lindung gera pandang bulu aneh sudah contoh hukum mati tembak jerah harus habis,negative
376,@algojoampibintb261,2023-09-16T11:00:00Z,Makanyaaa polisi buang kerok bandar narkoba semuaaa Polda ada bandar Narkoba nyaa ini nyata dan paktaaaa ..,makanyaaa polisi buang kerok bandar narkoba semuaaa polda bandar narkoba nyaa paktaaaa,negative
377,@kusyuda979,2023-09-13T01:47:04Z,"Pa Kapolri tolong usut juga penipuan berkedok onlen modus apa saja makin hari makin meresahkan .korban bnyk trmasuk sodara juga kena ,,mohon diperhatikan pa🙏🙏 tak lupa saya mengapresiasi kinerja seluruh jajaran polri .salut trhdap kinerjanya makin solid👍",kapolri tolong usut tipu kedok onlen modus resah korban banyak trmasuk sodara perhati lupa apresiasi kerja jajar polri salut trhdap kerja solid,positive
378,@harmansyaloebiz1953,2023-09-19T10:43:44Z,"Semoga bpk kaporli menempatkan orang2 yg jujur dan bersih dan pemberani, dlm penanganan narkoba ini, agar bisa terungkap siapa saja pelakunya, dan yg melindunginya. Dan harus diberi hukuman yg berat sesuai uu tanpa pandang bulu.",moga bpk kaporli tempat orang jujur bersih berani dalam tangan narkoba ungkap laku lindung hukum berat sesuai pandang bulu,positive
379,@energy9414,2023-09-15T16:21:00Z,angkat berita wah dan dibesar2kan disaat rakyat di rempang_batang tertindas ... dan di usir dr tanah leluhurx.<br>sllu bgtu,angkat berita saat rakyat rempangbatang tindas usir tanah leluhurx sllu begitu,negative
380,@MuhammadAli-eo8fi,2023-09-13T14:09:43Z,"INI MAA SUDAH HARUS HUKUMAN MATI, TIDAK ADA TOLERANSI LAGI, SEMUA YANG TERLIBAT HUKUM MATI , SEMOGA INDONESIA 🇮🇩 BEBAS NARKOBA ,HARUS BISA CINTA TANAH AIR JANGAN CINTA BARANG HARAM,",maa hukum mati toleransi libat hukum mati moga indonesia bebas narkoba cinta tanah air cinta barang haram,negative
381,@keongmas1450,2023-09-13T04:34:26Z,"Sebenarnya polisi sudah tau soal jaringan narkoba dimana pun berada, besar atau pun kecil. Cuma polisi nunggu momen saja. Kadang pengungkapan kasus besar seperti ini terhalang oleh oknum polisi lainnya. Dimana polisi baik, harus berhadapan dgn polisi jahat yg di bayar bandar narkoba.",polisi tau jaring narkoba mana polisi nunggu momen kadang ungkap halang oknum polisi mana polisi hadap dengan polisi jahat bayar bandar narkoba,negative
382,@user-hx9yi4dx6y,2023-09-13T10:01:25Z,Terus kembangkan jangan berhenti sampai disini tidak menutup kemungkinan adanya oknum aparat yg menjadi bekingan dalam sindikat jaringan pengederan narkoba jaringan besar ini.,kembang henti tutup oknum aparat beking sindikat jaring keder narkoba jaring,negative
383,@bunnandi2985,2023-09-16T07:39:55Z,Inilah kelemahanya hukum di negri ini ..harta kekayaanya sdh di sita..itu kan yg di sini..yg di luar negri kan msih bnyk hartanya..terus orang nya  di hukum bbrp tahun. keluar dari penjara ya menjual sabu lagi..kan masih tau cara2 nya dan masih punya langganan yg lain..knp tdk ditembak mati saja biar mata rantainya putus...tpi memang sdh menjadi rahasia umum.ktnya itu juga buat masukan bisnis orang2 tertentu...di negri ini.uang itu enak loh...,kelemaha hukum negri harta kekayaa sudah sita negri msih banyak harta hukum bbrp tahun penjara jual sabu tau cara langgan kenapa tidak tembak mati biar rantai putus tpi sudah rahasia umum masuk bisnis orang negri uang,negative
384,@hasmonosaptowijoyo6968,2023-09-19T04:59:22Z,Ini  baru hebat  untuk. Itu  mohon  hasil rampasan  di laporkan di serahkan untuk aset negara<br>Mengenai uang di serahkan ke oas negara untuk bangun ikn,hebat hasil rampas lapor serah aset negaramengenai uang serah oas negara bangun ikn,negative
385,@wijayawito1781,2023-09-19T17:28:25Z,"Kalau ud terbukti kasus narkoba 1ons Lbh di Malaysia dihukum mati,tp di Negeriku Indonesia tercinta gimana y....??🫢🙏🙏",bukti narkoba ons lbh malaysia hukum mati tapi negeri indonesia cinta gimana,negative
386,@ALFA_OMEGA_TV,2023-09-13T00:11:36Z,"Xixixixixi Presiden baru ngomong udah ada yang ketangkep, ini skenario dari para petinggi P*<b>*</b> bisa juga, langsung di tangkep aja sebelum yang lain nangkep, gitu aja di persulit xixixixi",xixixixixi presiden ngomong sudah ketangkep skenario petinggi tangkep aja nangkep gitu aja sulit xixixixi,negative
387,@nonanarra7535,2023-09-13T05:08:19Z,Aset2 tanah ko d rampas ya ? Apa polisinya tau kl aset2 itu dr bisnis itu ? Kl bru d duga knp d rampas,aset tanah rampas polisi tau aset bisnis baru duga kenapa rampas,negative
388,@alangsegorokidul,2023-09-16T06:01:14Z,"Mungkinkah ada Formalitas ? Yg penting sudah ada yg ditangkap, bandar dn beking polisi masih aman, bukti sudah difoto bisa dijual lg lain waktu. Nama baik pangkat naik",formalitas tangkap bandar dan beking polisi aman bukti foto jual lagi waktu nama pangkat,negative
389,@marnahbintmohamed8810,2023-09-15T11:05:51Z,"Gilaaaaa gilaaaaa broooo, uwg segitu byk nya,,,, gelenggg gelegg kepla guwe,, degr uwg segitu byk nya, sekrg di Sita lalu uwg itu mau di kemnakn gaesss",gilaaaaa gilaaaaa broooo uwg segitu byk gelenggg gelegg kepla guwe degr uwg segitu byk sekrg sita uwg kemnakn gaesss,negative
390,@wiliamjeremi97,2023-09-13T06:51:10Z,"Polisi melindungi- polisi menangkap, polisi yg menghukum, coba klo polisi mau jujur pasti INDONESIA bebas narkoba ,selama aparat penegak hukum masih membekap peredaran narkoba di INDO selama itu juga narkoba ga akan hilang. Polisi bekap,polisi tangkap, polisi naik pangkat dibilang prestasi padahal perusak!.",polisi lindung polisi tangkap polisi hukum coba polisi jujur indonesia bebas narkoba aparat tegak hukum bekap edar narkoba indo narkoba tidak hilang polisi bekap polisi tangkap polisi pangkat bilang prestasi usak,negative
391,@uminartirokani8751,2023-09-15T08:55:33Z,"Korupsi ,narkoba gencar skli merusak bgsa kita 😢😢😢ya Allah ....lindungi bngsa kami ,anak2 kami....aamiin 🤲🤲🤲<br>Koruptor2 n bndar2 narkoba aplgi aparat yg mbekingi hrsnya stlh bnr2 trbukti tdk usah lama2 dpnjara ...lgsung digantung sj !!!! Nyatanya tdk dmkn ...mrka lamaaa dpnjara n mlah JD bandar dstu... yg bgtu masak polisi /pnjara tdk tahu ????😮😮😮😮TP ingaaat Allah TIDAK TIDUR !!! DIA TAHU.....!!!!",korupsi narkoba gencar skli rusak bgsa lindung bngsa anak aamiin koruptor bndar narkoba aplgi aparat mbekingi hrs stlh bnr bukti tidak lama dpnjara lgsung gantung saja tidak dmkn mereka lamaaa dpnjara mlah bandar dstu begitu masak polisi pnjara tidak tapi ingaaat tidur,negative
392,@endangsupriatna5997,2023-09-13T01:14:57Z,POLRI BRAVO..demogga indonesia terlepas dari narkoba..dan masyarakat nusantara sehat dan semangat  mecari kerja halal..Aamiinn ❤❤❤🎉🎉🎉,polri bravo demogga indonesia lepas narkoba masyarakat nusantara sehat semangat mecari halal aamiinn,positive
393,@alyubi6926,2023-09-16T11:32:28Z,"PARA GEMBONG NARKOBA HARUS DIHUKUM TEMBAK DI TEMPAT SAJA, JANGAN BUANG BUANG ENERGI. KALAU ADA APARAT PENEGAK HUKUM YANG TERLIBAT JUGA HARUS DITEMBAK DI TEMPAT JUGA. MUSNAHKAN PARA MANUSIA MANUSIA BERAHKLAK BIADAB INI.❤🇮🇩💪💪💪💪💪💪💪",gembong narkoba hukum tembak buang buang energi aparat tegak hukum libat tembak musnah manusia manusia berahklak biadab,negative
394,@wilsonsimamora4446,2023-09-17T12:42:05Z,"Semoga Koruptor bisa dimiskinkan juga dan Hukuman Mati bisa dilakukan karena Koruptor dan Narkoba sama2 jadi penghancur negara. Selamat buat Polisi, terus lah berprestasi dalam mengungkapkan kasus2 dan bukan justru membuat kasus",moga koruptor miskin hukum mati koruptor narkoba sama hancur negara selamat polisi prestasi kasus,positive
395,@ICU-Z21,2023-09-13T04:59:57Z,"Kl indonesia mau benar2 mmberantas narkoba terapkan hukuman mati  bagi pengedar..berapapun nilainya. Tp  krn ga smeua aparat dn pejabat pemerintah yg stuju krn di balik itu bisnis gelapnya berjalan...jdi rusaknya negara krn rusaknya masyaraktnya,rusaknya masyarakat krn rusaknya pemerintah.",indonesia benar mmberantas narkoba terap hukum mati peedar nilai tapi karena tidak smeua aparat dan jabat perintah stuju karena bisnis gelap jalan jadi rusak negara karena rusak masyarakt rusak masyarakat karena rusak perintah,negative
396,@hezkyappangow7296,2023-09-16T09:02:54Z,BRAVO...BRAVO...BRAVO BUAT TEAM NARKOTIKA POLRI DAN BNN DLM MENUMPAS JARINGAN NARKOTIKA INTERNATIONAL...👍👍👍👍👍🙏🙏🙏❤❤❤🇮🇩🇮🇩🇮🇩,bravo bravo bravo team narkotika polri bnn dalam tumpas jaring narkotika international,positive
397,@alifyanr4891,2023-09-15T04:23:15Z,"hukum mati para perusak aset masa depan anak bangsa, dan barang bukti wajib nanti di eksekusi dengan cara di bakar, jangan sampai barang bukti di simpan untuk kepentingan pribadi, seperti yang di lakukan oleh aparat sebelumnya.",hukum mati usak aset anak bangsa barang bukti wajib eksekusi bakar barang bukti simpan penting pribadi laku aparat,negative
398,@muh.asbulsewang3017,2023-09-13T05:08:32Z,Bravo POLRI. Sikat semua para pengedar Narkoba.mereka membunuh gerasi mudah secara perlahan lahan tanpa rasa kemanusiaan.,bravo polri sikat peedar narkoba bunuh gas mudah perlahan lahan manusia,positive
399,@atarmihimsirotolmustakim2055,2023-09-13T19:51:02Z,"Kekaya,an dari hasil barang harang yang merusak akal manusia.... Semoga pelakunya di hukum mati, agar jera buat yg lainnya...",kaya hasil barang harang rusak akal manusia moga laku hukum mati jera,negative
