komentar,label,komentar_preprocessing
"GOJEK lagi2 'berulah'. Baru aja teken kolaborasi DOOgether buat hadirin GOfitness tanggal 28 kemaren. Sbelumnya juga udh kerjasama ama start up lainnya ,  http://kitabisa.com , untuk GOGive. another nice step dan selalu berkarya ya @gojekindonesia
#BicaraStartUp",negative,gojek lagi ulah aja teken kolaborasi doogether hadirin gofitness tanggal kemaren sbelum sudah kerjasama ama start up gogive another nice step karya gojekindonesia bicarastartup
"Ya gitulah bang..mo ngadu, ngadu ke siapa? Ngeluh ga memperbaiki masalah, sedih udah pasti karena jd ga bisa kasi makan anak istri, yg ada cuma bisa pasrah sama Illahi..apa kita bikin aja sendiri aplikasi ridehailing 😅",negative,gitulah bang mau ngadu ngadu ngeluh tidak baik sedih sudah tidak kasi makan anak istri pasrah illahi bikin aja aplikasi ridehailing
"@gojekindonesia selamat siang admin, barusan teman saya ada yg ditipu mengatas namakan gojek. apakah bisa ditindak lanjuti?",negative,gojekindonesia selamat siang admin barusan teman tipu atas nama gojek tindak lanjut
"Kenapa kalau mas2 Go Send harus foto muka setiap delivery ya? Shouldn't it be our right to not get our picture taken, @gojekindonesia? I js told one of them to take the pic of my hands and not my damn face 🙄",negative,mas go send foto muka delivery shouldn it be our right to not get our picture taken gojekindonesia js told one of them to take the pic of my hands and not my damn face
"@gojekindonesia min, knp gobox brmslah? Aku mw pke ktny tdk ada koneksi inet? Gmn ini  pic.twitter.com/08jJqOC2z3",negative,gojekindonesia min kenapa gobox brmslah mau pke ktny tidak koneksi inet pic twitter com
"Hai Pipit, mohon maaf atas ketidaknyamanannya. Silakan informasikan nomor order yang Anda keluhkan melalui DM ya. Terima kasih ^yun",negative,pipit maaf ketidaknyamanan sila informasi nomor order keluh dm terima kasih yun
"Marah saja kurang, seret presiden ke @MPRnews impeachment ..sdh cukup bukti Presiden tak mampu atasi penghinaan kedaulatan NKRI dg bintang kejora se maunya MHS Papua .. para dubes dan NGO punya prediksi Presiden lemah bahkan Takut @SumaUI @Metro_TV @gojekindonesia @BEMUndip_ https://twitter.com/Indriekirani/status/1167319217441398791 …",negative,marah seret presiden mprnews impeachment sudah bukti presiden atas hina daulat nkri dengan bintang kejora mau mhs papua dubes ngo prediksi presiden lemah takut sumaui metrotv gojekindonesia bemundip
"@RealGeprekBensu @gojekindonesia hari ini order geprek via gofood, pas terima orderan, ayamnya sperti dah dimakan sebelumnya. Hrs komplen kemana nih..???  pic.twitter.com/IuQn8CK8Tw",negative,realgeprekbensu gojekindonesia order geprek via gofood pas terima order ayam sperti makan hrs komplen mana pic twitter com
"14. Jadi tidak hanya akun gw diretas, cc gw curi, no gw jg, Dan kayaknya, no hape di @JDid udah semacam NIK, nomor konsumer. Tahu 1 no telp, lo bisa retas semua akunnya.Dan ngga kemungkinan, akun gopay @gojekindonesia yg terintegrasi di akun jdid dan juga no. Sama. Bisa Diretas",negative,akun retas cc curi no juga kayak no hape jdid sudah nik nomor konsumer no telp retas akun akun gopay gojekindonesia integrasi akun jdid no retas
Sakit jiwa RT ... @SumaUI @LBH_Jakarta @SuaraPapua @FreeWestPapua @jatengpedia @gojekindonesia @GrabID @Metro_TV @BEMUndip_ @fisipolugm @desyntaaa @nanda_nestia @pribumi_org @fahiraidris @rinspiratif @KompasTV @unklabgrads @rmptsehat @rux @arifahwulans @astriewulandari @e100ss https://twitter.com/w_runturambi/status/1167234577514946561 …,negative,sakit jiwa rt sumaui lbhjakarta suarapapua freewestpapua jatengpedia gojekindonesia grabid metrotv bemundip fisipolugm desyntaaa nandanestia pribumiorg fahiraidris rinspiratif kompastv unklabgrads rmptsehat rux arifahwulans astriewulandari
"Dapet voucher casback 74rb gobill gue bayarin buat bayar listrik, sampe skrng cashback nya kaga ada ? @gojekindonesia",negative,dapet voucher casback gobill saya bayarin bayar listrik sampai sekarang cashback kaga gojekindonesia
Hola @gojekindonesia kalo ada driver go-car yg tdk senyum sapa... cm HEMH wkt sy konfirmasi nama pemesan...boleh sy kasi bintang 2? 😑😑,negative,hola gojekindonesia driver go car tidak senyum sapa cm hemh wkt saya konfirmasi nama mes saya kasi bintang
"Eh, emang bs lgsg ketauan dg cpt ya kalo customer koment di aplikasi. Atau gmn sih? Kalo app driver gojek, komen masuk di app gada semacem notif dan gak lgsg keluar hari itu juga. CMIIW.",negative,eh emang lgsg tau dengan cpt customer koment aplikasi app driver gojek komen app gada semacem notif gak lgsg cmiiw
"@gojekindonesia kak.ini gmana saya mau beli pulsa gak bsa. Padahal saya baru isi saldo gopay trus mau isi pulsa digopulsa malah diblokir.
Padahal saya tidak ada melakukan hal apapun..
Mohon pencerahanya.
No hp:082267727772  pic.twitter.com/T220HQNWkZ",negative,gojekindonesia kak beli pulsa gak bisa isi saldo gopay terus isi pulsa digopulsa blokir apa penceraha no hp pic twitter com
"Ayo ayo @gojekindonesia @GrabID bikin shelter! Kalo bisa shelter juga terintegrasi sama stasiun Palmerah, jadi abis turun kereta cuma bisa naek ojol dari shelter 😎
#gojek #grab #ojol #palmerah #stasiun #infojkt #lambeojol pic.twitter.com/dLHF1lbaWo",negative,ayo ayo gojekindonesia grabid bikin shelter shelter integrasi stasiun palmerah habis turun kereta naek ojol shelter gojek grab ojol palmerah stasiun infojkt lambeojol pic twitter com
"Buat mamang @GrabID dan @gojekindonesia, cik shalat mah tong tinggal ah. Komo deui shalat Jum'at mah. Sing barokah hidup kita.",negative,mamang grabid gojekindonesia cik shalat mah tong tinggal ah komo deui shalat jum at mah sing barokah hidup
"@gojekindonesia kok saya cb 2x transaksi dgn gopay utk pembelian makanan, gagal terus krn masalah pin? Saya sdh ganti pin tapi ttp ga bisa",negative,gojekindonesia cb transaksi dengan gopay untuk beli makan gagal karena pin sudah ganti pin ttp tidak
"Bete banget karena voucher @gojekindonesia Gak sesuai sama ketentuan. Dm di ig dicuekin, nelpon cs disuruh lewat email. Ribet amat.😑",negative,bete banget voucher gojekindonesia gak sesuai tentu dm ig dicuekin nelpon cs suruh email ribet
"terkadang driver jd ga mau parkir di dlm krn biasa nya cust suka ga ngerti klo mereka parkir di dlm, dan klo driver minta parkir si cust ngelapor ke @gojekindonesia tolong pihak gojek jika ada cust yg ngadu di mintakan uang parkir, jelasin lahh ke cust nya",negative,terkadang driver tidak parkir dalam karena cust suka tidak ngerti parkir dalam driver parkir si cust ngelapor gojekindonesia tolong gojek cust ngadu minta uang parkir jelasin lahh cust
"@gojekindonesia tonton min, driver atau customer yang salah,
 https://www.instagram.com/tv/B1vHtiBAhMihbCpPluUhrnz1O1dWcwYeYYu3IA0/?igshid=12a0mquawdkkq …
Jangan jadi penjilat harta duniawi, ingat harta ga dibawa mati, anda  tidak pernah tahu dilapanga",negative,gojekindonesia tonton min driver customer salah jilat harta duniawi harta tidak bawa mati dilapanga
"Wajar aja naik, gaji lu aja udh pada naik duluan tiap tahun bro cc @gojekindonesia @GrabID",negative,wajar aja gaji lu aja sudah duluan tahun bro cc gojekindonesia grabid
"@gojekindonesia 
Maaf mau tanya, saya kan dapet jadwal tes drive hari sabtu tanggal 31 agustus klo pindah hari rabu bisa ga yah, soalnya besok halangan hadir?",negative,gojekindonesia maaf dapet jadwal tes drive sabtu tanggal agustus pindah rabu tidak yah besok halang hadir
"Sebelum akun tsb diblok, bisakah dibantu untuk melacak keberadaan terakhir no tsb? Mungkin dilihat dari history pesanan dsb. Barangkali @gojekindonesia dapat membantu menemukan pelaku tindak kriminal ini. Terima kasih admin yang baik hati.",negative,akun sebut blok bantu lacak ada no sebut history pesan dsb barangkali gojekindonesia bantu temu laku tindak kriminal terima kasih admin hati
@gojekindonesia mo tanya. Aku ada gopay nih tp pk voucher disc 10k. Itu yg 7k nya mesti bayar cash lg apa gmna ya?  pic.twitter.com/KwVod5HM7P,negative,gojekindonesia mau gopay tapi pk voucher disc mesti bayar cash lagi gmna pic twitter com
Semoga dengan banyaknya kejadian spt ini @GrabID dan @gojekindonesia jangan cuma nyantumin biaya antar saja ke konsumen tapi biaya parkir juga. Jadi buat driver gada alasan lagi untuk memakirkan kendaraan di dalam tempat parkir tidak di pinggir jalan..,negative,moga banyak jadi spt grabid gojekindonesia nyantumin biaya konsumen biaya parkir driver gada alas memakirkan kendara parkir pinggir jalan
"Hai, silakan restart aplikasi Gojek Anda dengan cara hapus file sementara (clear cache) yang tersimpan di memori internal pada handphone Anda dan pastikan jaringan internet Anda berjalan stabil ya. Tks^feb",negative,sila restart aplikasi gojek hapus file clear cache simpan memori internal handphone pasti jaring internet jalan stabil tks feb
"Hai, untuk proses penanganan lebih lanjut silakan mengirimkan email ke customerservice@go-jek.com dengan menggunakan alamat email yg terdaftar pada akun Gojek Anda ya. Terima kasih^feb",negative,proses tangan sila kirim email customerservice go jek com alamat email daftar akun gojek terima kasih feb
"@gojekindonesia PANTES AJA LO KALAH SAING APA APLIKASI SEBELAH DARI SEGI APA PUN! PROMO LO KALAH SAING, KECEPATAN LO KALAH SAING, ORDERAN LO KALAH SAING, GIMANA MAU DIDUKUNG AMA ANAK BANGSA?! ORDER AJA SISTEM DPTNYA NUNGGU AMPE MAU 30 MENIT GINI 😕",negative,gojekindonesia pantes aja kalah saing aplikasi belah segi promo kalah saing cepat kalah saing order kalah saing gimana dukung ama anak bangsa order aja sistem dpt nunggu ampe menit gin
@gojekindonesia GAK USAH LO SOK2 BANYAK EKSPANSI KE NEGARA LAIN KALAU NEGARA SENDIRI AJA SISTEM LO MASIH KACRUT BRO!! MAU ORDER AJA KUDU NUNGGU AMPE BERAPA JAM?! TIME IS MONEY?! U RUNNING MY TIME!!,negative,gojekindonesia gak sok ekspansi negara negara aja sistem kacrut bro order aja kudu nunggu ampe jam time is money running my time
"@gojekindonesia min, promo top up gopay 50 ribu dapet tambahan bonus 25 ribu sudah tidak berlaku kah?

Biasanya saya top up 50 otomatis jadi 75, tapi barusan saya top 50 kok tetap 50 ya?",negative,gojekindonesia min promo top up gopay ribu dapet tambah bonus ribu laku kah top up otomatis barusan top
@gojekindonesia APLIKASI LO GAK USAH SOK EKSPANSI KEMANA2 KALAU TIAP JUMAT PELAYANAN LO UDAH HAMPIR 20 MENIT BEGINI MULU!!!  pic.twitter.com/N3cKC03Ws5,negative,gojekindonesia aplikasi gak sok ekspansi kemana jumat layan sudah menit mulu pic twitter com
@gojekindonesia min cara log in via email gimana ya ? Soalnya saya sudah ganti no telpon  pic.twitter.com/qhjqTiVb9r,negative,gojekindonesia min log in via email gimana ganti no telpon pic twitter com
"Hai Mega, setelah dilakukan pengecekan untuk laporan Anda masih dalam penanganan tim kami dan mohon menunggu konfirmasinya kembali melalui email ya. Terima kasih^feb",negative,mega kece lapor tangan tim tunggu konfirmasi email terima kasih feb
Costumernya aja yg blo'on.. makanan sampe kok bilang ga sampe.. udah ngibul nyusahin orang pula !!! Pengen makan gratis kali minta duitnya dibalikin juga.. Dasar Bego tuh perempuan !!!,negative,costumer aja blo on makan sampai bilang tidak sampai sudah ngibul nyusahin ken makan gratis duit dibalikin dasar bego perempuan
@gojekindonesia orderan go food saya statusnya delivery tapi gak saya terima dan gopay saya sudah terpotong.. Pas saya coba hubungi nomer drivernya sudah gak bisa,negative,gojekindonesia order go food status delivery gak terima gopay potong pas coba hubung nomer driver gak
"Cancel order berulang, bikin performa turun. Padahal konsumen sudah dengan driver lain. Tapi jawaban Costumer Service itu HAK KONSUMEN. Konsumen punya hak istimewa dimata operator. pic.twitter.com/V6jpvrMcJF",negative,cancel order ulang bikin performa turun konsumen driver costumer service hak konsumen konsumen hak istimewa mata operator pic twitter com
"Hai Lisa, maaf atas kendala tersebut, mohon infokan no hp, email, tipe device, tipe OS/IOS dan versi aplikasi Gojek Anda melalui DM ya. Tks^feb",negative,lisa maaf kendala info no hp email tipe device tipe os ios versi aplikasi gojek dm tks feb
@gojekindonesia mas gimanaseeeh aplikasi gojek saya kok gabisa dibuka sy jadi gabisa ikutan gopay payday neh padahal gopay sy masih ada isinya hadEEEEH,negative,gojekindonesia mas gimanaseeeh aplikasi gojek gabisa buka saya gabisa ikut gopay payday neh gopay saya isi hadeeeeh
"What an utter moron whoever that guy is for claiming that @gojekindonesia is only for the poor. Please remind this piece of imbecile that Gojek is all about hardworking people who just want to make a decent living from a noble & honest job.

 https://www.thejakartapost.com/news/2019/08/29/gojek-only-for-the-poor-resistance-in-malaysia-is-part-and-parcel-of-expansion.html?utm_campaign=os&utm_source=mobile&utm_medium=ios …",negative,what utter moron whoever that guy is for claiming that gojekindonesia is only for the poor please remind this piece of imbecile that gojek is all about hardworking people who just want to make decent living from noble honest job
"“Yah kita kan anter sesuai aplikasi. Kalau disuruh anter sama jemput ke sini, ya saya ke sini.  Ntar kalau nggak sesuai aplikasi ntar poin kita yang kena,” ucap dia. 
#ojekonline",negative,yah anter sesuai aplikasi suruh anter jemput ntar nggak sesuai aplikasi ntar poin ojekonline
"Hal yang sama juga dikatakan Rohim. Ia mengaku, tidak pernah mengantar penumpang ke area antar jemput lantaran dia harus mengantar ke tempat sesuai aplikasi. #ojekonline",negative,rohim aku antar tumpang area jemput lantar antar sesuai aplikasi ojekonline
"@gojekindonesia min, kenapa aplikasi gojek saya selalu force close dan tdk bisa dibuka sama sekali ya? Saya pake ios 12.2 dan sudah uninstall-install ulang tapi tetep force close atau keluar tiba tiba gitu",negative,gojekindonesia min aplikasi gojek force close tidak buka pake ios uninstall install ulang tetep force close gitu
"“Ya kalau di sono (area antar jemput) kejauhan. Nanti orderan saya diambil sama ojol yang mangkal di sini,” kata dia saat ditemui di lokasi, Kamis. 
#ojekonline",negative,sono area jemput jauh order ambil ojol mangkal temu lokasi kamis ojekonline
"Hai Toni, silakan mengirimkan email ke driversupport@go-jek.com terkait dengan keluhan Anda. Terima kasih ^yun",negative,ton sila kirim email driversupport go jek com kait keluh terima kasih yun
"Sementara itu, di pintu masuk stasiun MRT yang mengarah ke Ciputat, tepatnya di depan Indomaret, terpantau banyak pengemudi ojol menunggu dan menurunkan penumpang di sana.
Salah satu pengemudi ojek online, Firmansyah, mengatakan, kawasan transit plaza terlalu jauh untuk mangkal.",negative,pintu stasiun mrt arah ciputat tepat indomaret pantau kemudi ojol tunggu turun tumpang salah kemudi ojek online firmansyah kawasan transit plaza mangkal
"Terpantau banyak deretan motor para pengendara ojol yang parkir di pinggir jalan.
Bahkan beberapa pengendara ojol ada yang terlihat menunggu penumpang di jalur bus TransJakarta yang ditutup pihak MRT untuk kendaraan umum. #ojekonline",negative,pantau deret motor kendara ojol parkir pinggir jalan kendara ojol tunggu tumpang jalur bus transjakarta tutup mrt kendara umum ojekonline
"Area yang berada di depan Poin Square itu nampak sepi dari ojol. Terlihat hanya sekitar 10 pengemudi yang memarkirkan kendaraanya. Namun, pemandangan berbeda terlihat di depan area antar jemput tersebut. 
#ojekonline",negative,area poin square nampak sepi ojol kemudi parkir kendaraa pandang beda area jemput ojekonline
Udah di lcancel setelah sejam gw diemin.. itu ada nomor ordernya kalo mau dicheck... biar buat pelajaran driver gak buang2 waktu penumpang. @gojekindonesia  pic.twitter.com/ECL5X6cwEn,negative,sudah lcancel jam diemin nomor order dicheck biar ajar driver gak buang waktu tumpang gojekindonesia pic twitter com
@gojekindonesia kenapa ya acc gojek saya suka susah login dan suka stuck tolong dibantu dong min:(,negative,gojekindonesia acc gojek suka susah login suka stuck tolong bantu min
dear @gojekindonesia ini akun saya diblokir gmn ya? order go-ride jg gapernah bisa.  pic.twitter.com/2F4lMxJ7Sm,negative,dear gojekindonesia akun blokir order go ride juga gapernah pic twitter com
"Hai Shelvy, untuk perihal tersebut kami sarankan konfirmasi ke pihak Shopee terlebih dahulu melalui no (021) 39500300 dan support@shopee.co.idagar dapat dilakukan pengecekan ya. Terima kasih^feb",negative,shelvy perihal saran konfirmasi shopee no support shopee co idagar kece terima kasih feb
