nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
Ireng_Maulana45,2023-09-13T00:32:43Z,Presiden Kembali Pertemuan Finalisasi Persiapan G20 KTT Diadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Joko Widodo Mengembalikan Rapat Kabinet Pimpinan Pangkat Kabinet,presiden temu final siap   k ada temu puncak   negara bal november     dekat presiden joko widodo kembali rapat kabinet pimpin pangkat kabinet,neutral
AndyRachmianto,2023-09-13T13:45:34Z,Menteri Koordinasi yang Menyeret Tinjauan Marinves Ngurah Rai Tahura Mangrove Bandara Persiapan Konteks G20 Summit Bali 4 10 Mudah -mudahan KTT berjalan dengan lancar.,menteri koordinasi seret tinjau marinves ngurah rai tahura mangrove bandara siap konteks   summit bal   mudah mudah k jalan lancar,positive
IGIhHdoOpPT2rST,2023-09-17T08:40:49Z,Persiapan Mengamankan KTT Presidensial G20 Bali Ok,siap aman k presidensial   bal ok,positive
Laju_peTang,2023-09-15T19:30:49Z,"Memastikan Presiden Host Kesiapan Bali Langsung Meninjau Lokasi G20 Pertemuan Presiden Juga Ingin Memastikan Agenda Rinci Agenda Agenda G20 Tutup Pertemuan Internasional Lainnya, yaitu KTT APEC ASEAN ASEAN",presiden host kesiap bal tinjau lokasi   temu presiden agenda rinci agenda agenda   tutup temu internasional k apec asean asean,positive
Salshab65173582,2023-09-13T05:16:36Z,Pemerintah terus menyelesaikan Sorotan Persiapan G20 Acara KTT Terjadwal Bali 15 November 1622 Mergekulih Indonesia TNI Mariberin Investasiindonindonesia Dirgahayu Tentara TNI,perintah selesai sorot siap   acara k jadwal bal  november     mergekulih indonesia tni mariberin investasiindonindonesia dirgahayu tentara tni,neutral
CryptoKuta,2023-09-17T10:53:50Z,"Informasi Komunikasi Menteri Johnny Plate Kemkominfo Pusat Media Persiapan KTT G20 Kapasitas 1 500 Pusat Media Terletak BICC Hotel Westin Nusa Dua Bali Beroperasi Mulai 13 November 17, 2022",informasi komunikasi menteri johnny plate kemkominfo pusat media siap k   kapasitas     pusat media letak bicc hotel westin nusa bal operasi  november     ,negative
M3juahjuah,2023-09-13T02:10:40Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Jokowi Kembalikan Kabinet Pertemuan LEAD Finalisasi berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,ada temu puncak   negara bal november     dekat presiden jokowi kembali kabinet temu lead final siap   k merdeka palace jakarta senin  oktober    ,neutral
Salshab65173582,2023-09-13T00:08:39Z,Pemerintah terus menyelesaikan Sorotan Persiapan G20 Acara KTT Terjadwal Bali 15 November 1622 Mergekulih Indonesia TNI Mariberin Investasiindonindonesia Dirgahayu Tentara TNI,perintah selesai sorot siap   acara k jadwal bal  november     mergekulih indonesia tni mariberin investasiindonindonesia dirgahayu tentara tni,neutral
yulitasaarii___,2023-09-13T02:32:30Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Jokowi Kembalinya Kabinet Pertemuan Dewasa Berbagai Persiapan G20 KTT Merdeka Palace Senin 3 Okt 2022,ada temu puncak   negara bal november     dekat presiden jokowi kembali kabinet temu dewasa siap   k merdeka palace senin  okt    ,positive
humaspralon,2023-09-12T23:59:08Z,Polri Siagakan 7 00 KTT Keamanan Personel Gabungan G20 Bali Siap Kantor KTTG20 HUT77 Pemulihan Kenaikan Cepat Kuat,polri siaga   k aman personel gabung   bal kantor     pulih naik cepat kuat,positive
Johnss___,2023-09-17T01:35:36Z,Mobil Listrik Keamanan Penyelesaian Akomodasi20 Korlantas Polri Mempersiapkan 88 Unit Mobil Listrik 94 Unit Motor Listrik Aman Pengawas KTT G20 15 November 1622 Bali Meningkatkan Ekonomi Negara,mobil listrik aman selesai   korlantas polri  unit mobil listrik  unit motor listrik aman awas k    november     bal tingkat ekonomi negara,positive
yulitasaarii___,2023-09-15T23:21:38Z,"Presiden Jokowi meninjau nomor fasilitas kesiapan Dukungan G20 Bali Summit 2022 Acara, satu ulasan Tahura Ngurah Rai Bali, Kepala Negara Bagian, dianggap Tahura Ngurah Rai akan menampilkan keprihatinan Indonesia THP Environment World",presiden jokowi tinjau nomor fasilitas kesiap dukung   bal summit     acara ulas tahura ngurah rai bal kepala negara anggap tahura ngurah rai tampil prihatin indonesia thp environment world,neutral
amin_richmen,2023-09-19T13:10:16Z,ACEH News Network Telekomunikasi Disiapkan Selamat Datang G20 Summit Bali G20indonesia RecovertogetherRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,aceh news network telekomunikasi siap selamat   summit bal   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
fathannibos,2023-09-13T02:35:23Z,3 hal penting yang harus dibahas G20 Summit Bali Sukses Safe G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia, bahas   summit bal sukses safe   recovertogercoverstronger       groupoftwentyindonesia,positive
HeraldSulsel,2023-09-16T11:14:29Z,Airnav Indonesia Makassar Cabang Pusat Layanan Lalu Lintas Udara MATSC Mengambil Peran Penting Acara Skala Internasional Justru Konferensi Tingkat Tinggi G20 KTT Diadakan Pulau Dewa Bali 15,airnav indonesia makassar cabang pusat layan lintas udara matsc ambil peran acara skala internasional konferensi tingkat   k ada pulau dewa bal ,positive
BumnPadangSigap,2023-09-14T09:38:41Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Delegasi KTT Bali November 2022 Membutuhkan Kendaraan G20 Aktivitas, Sebagian besar menggunakan kendaraan listrik ramah lingkungan",teman bumn green energy station ges layan   delegasi k bal november     butuh kendara   aktivitas kendara listrik ramah lingkung,positive
koranjakarta_id,2023-09-13T05:38:00Z,TNI Polri mempersiapkan G20 Koranjakarta KTT TNI Polisi Polisi KTT Polisi Nasional G20 Bali Pembaruan Berita Militer Bali,tni polri   koranjakarta k tni polisi polisi k polisi nasional   bal baru berita militer bal,positive
BentangImaji,2023-09-16T04:35:25Z,Pembukaan Konferensi Dunia Ekonomi Kreatif WCCE Dunia ke -3 Kamis 6 Oktober 2022 Presiden Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Bali Kabupaten Lulus Para Pemimpin Dunia menghadiri KTT G20 November,buka konferensi dunia ekonomi kreatif wcce dunia  kamis  oktober     presiden tinjau infrastruktur jalan konstruksi nusa area badung bal kabupaten lulus pimpin dunia hadir k   november,positive
ForumTerkini,2023-09-13T02:04:42Z,Bamsoet mendukung rencana Bali menggunakan mobil listrik G20 Summit,bamsoet dukung rencana bal mobil listrik   summit,neutral
mamavanenbas,2023-09-13T00:43:03Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Presiden Dekat Kembali Pertemuan Kabinet Pimpinan Menyelesaikan berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,ada temu puncak   negara bal november     presiden temu kabinet pimpin selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
hrmnt80,2023-09-13T02:06:57Z,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,presiden returned rapat final siap k   ada puncak temu   negara bal november    ,neutral
HumasBaturiti,2023-09-19T08:13:09Z,Peran Bali Polisi Regional Hubungan Masyarakat Implementasi Informasi Tombak G20 Summit Precision Public Relations Bagian Organisasi Fungsi Membangun Kerjasama Komunikasi Partai Terkait Publik Cetak Media Online,peran bal polisi regional hubung masayarakat implementasi informasi tombak   summit precision public relations oranganisasi fungsi bangun kerjasama komunikasi partai kait publik cetak media online,neutral
kompascom,2023-09-17T11:04:07Z,Menteri Koordinasi Marves Luhut Binsar Pandjaitan memantau persiapan di depan G20 Bali Summit November 2022,menteri koordinasi marves luhut binsar pandjaitan pantau siap   bal summit november    ,neutral
cuitanmedan,2023-09-18T10:37:51Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang Utara Sumatra G20 Sumatra G20Indonesia RecoverTogerCoverstronger G20222 Groupoftwentyindonesia,perintah hotel bal selamat utara sumatra   sumatra   recovertogercoverstronger      groupoftwentyindonesia,positive
Laju_peTang,2023-09-20T14:17:28Z,"Selain itu, pertemuan juga membahas kesiapan Bali detail sumur sesi waktu g20 puncak menurut Airlangg Indonesia berharap hasil keseluruhan diskusi g20 pemimpin dapat sederhana meringkas 34 paragraf",temu bahas kesiap bal detail sumur sesi   puncak airlangg indonesia harap hasil diskusi   pimpin sederhana ringkas  paragraf,neutral
WWishfm107,2023-09-20T00:30:24Z,Dukungan G20 Bali Indonesia Summit Ready Middle Global Devisit,dukung   bal indonesia summit ready middle global devisit,positive
_inibiann,2023-09-18T08:59:42Z,Finalisasi Persiapan Puncak Seri G20 Acara Terjadwal Bali 15 November 1622 Ekonomi Ekonomi Memperkuat Mariberinvestadiindonesia,final siap puncak seri   acara jadwal bal  november     ekonomi ekonomi kuat mariberinvestadiindonesia,neutral
kabargolkarnews,2023-09-13T03:55:43Z,Kunjungi Bali Menko Luhut Simulasi Monitor Menyambut Tinjauan Tamu Negara Bagian G20 Tempat KTT Passing,kunjung bal menko luhut simulasi monitor sambut tinjau tamu negara   k passing,neutral
restamojokerto,2023-09-16T07:13:23Z,Keamanan Tindakan Teater Bem Unim Aksiteatrical G20 Kttg20 Kttg20bali Himbauprokes Ayogawemasker Mojokerto Polresmojokertokota Prokes Lawancovid19 Polisis,aman tindak teater bem unim aksiteatrical       himbauprokes ayogawemasuker mojokerto polresmojokertokota prokes   polis,positive
polresjembrana,2023-09-12T23:15:16Z,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,peran polisi bal hubung masayarakat implementasi informasi tombak presisi k  ,neutral
Naraera1,2023-09-16T23:33:38Z,Tinjauan Presiden Ditinjau Nomor Kesiapan Fasilitas Dukungan G20 Bali Acara KTT 2022 Presiden Harapan Persiapan Dibawa G20 Summit Bali 2022 Berjalan dengan lancar,tinjau presiden tinjau nomor kesiap fasilitas dukung   bal acara k     presiden harap siap bawa   summit bal     jalan lancar,positive
KemenPU,2023-09-14T23:20:38Z,Sahabat Puppr Indonesia Presidency G20 2022 Mempersiapkan G20 Summit Bali November Build G20indonesia G20,sahabat puppr indonesia presidency         summit bal november build    ,neutral
giewhydi,2023-09-16T09:14:15Z,"Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Menjadi Lebih Dekat Yang, Pak Mengembalikan Kabinet Pertemuan Timbal Menyelesaikan berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022",ada temu puncak   negara bal november     kembali kabinet temu timbal selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
DanangBarrera,2023-09-19T04:26:23Z,kesiapan jaringan telekomunikasi indonesia wajah g20 baliindonesia recoverthercoverstronar g20indonesia2022 groupoftwentyindonesia indonesia summit,kesiap jaring telekomunikasi indonesia wajah   baliindonesia recoverthercoverstronar       groupoftwentyindonesia indonesia summit,neutral
pupr_ciptakarya,2023-09-13T00:34:35Z,Konstruksi ditujukan untuk memfasilitasi akses tamu g20 summit bali bali menjadi lokasi pusat g20 tema puncak pulih bersama pulih lebih kuat membuat aktivitas ramah lingkungan meningkatkan infrastruktur yang didukung penghijauan besar -besaran,konstruksi fasilitas akses tamu   summit bal bal lokasi pusat   tema puncak pulih pulih kuat aktivitas ramah lingkung tingkat infrastruktur dukung hijau besar,positive
DamaiSulbar,2023-09-15T05:02:44Z,"Kagumi nama persatuan kesatuan sila ketiga pancasila indonesia bali summit tangkalradicalism Merdeka pancasilardikalisme, basis negara nkrihargamati malaqbi melletedonganang manakarra sulbarinfo",kagum nama satu satu sila tiga pancasila indonesia bal summit tangkalradicalism merdeka pancasilardikalisme basis negara nkrihargamati malaqbi melletedonganang manakarra sulbarinfo,neutral
Zyanpatra,2023-09-18T03:03:16Z,Skenario siap BMKG Gempa terburuk 8 5 Sr Shakes Bali Ahead G20 Summit,skenario bmkg gempa buruk   sr shakes bal ahead   summit,negative
detikcom,2023-09-16T04:10:39Z,Paket WFH Terkait G20 KTT Departemen Kepala Tenaga Kerja ESDM Bali Diakui Instruksi Diterima Melalui Detikbali,paket wfh kait   k departemen kepala tenaga esdm bal aku instruksi terima detikbali,neutral
Si_mbokDewor,2023-09-19T15:54:42Z,Total 1 337 Jurnalis Asing Lokal Terdaftar Sampul G20 Summit Bali Media Center,total     jurnalis asing lokal daftar sampul   summit bal media center,negative
zahro1945,2023-09-16T07:12:40Z,Pemerintah Indonesia Memfokuskan Persiapan G20 Acara KTT Bali Economitap Memperkuat Mariberinvestadiindonesia,perintah indonesia fokus siap   acara k bal economitap kuat mariberinvestadiindonesia,neutral
Johnss___,2023-09-13T00:02:37Z,Persiapan Keamanan Kawalg20 ADAM PERUMAHAN G20 Summit Bali Diadakan 15 November 1622 Bali Polisi Regional Membawa Operasi Pura Agung Keamanan G20 KTT Meningkatkan Ekonomi Negara,siap aman   adam rumah   summit bal ada  november     bal polisi regional bawa operasi pura agung aman   k tingkat ekonomi negara,neutral
Zyanpatra,2023-09-13T00:20:37Z,Jenderal Andika Periksa Keamanan G20 Summit Bali Maj. gen. Sonny menanggapi,jenderal andika periksa aman   summit bal maj gen sonny tanggap,positive
MarlitaLolita,2023-09-16T03:07:46Z,Kursus bangga G20 Summit Bali Sukses Safe G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia Banten,kursus bangga   summit bal sukses safe   recovertogercoverstronger       groupoftwentyindonesia banten,positive
_JinggaSaja_,2023-09-13T00:51:43Z,Departemen KTT G20 Kementerian KTT Memperkuat Rabies Control Bali,departemen k   menteri k kuat rabies control bal,neutral
liputan6dotcom,2023-09-13T09:08:05Z,Dukungan Relokasi KTT G20 PLTG Grati Bali Target Lengkap Akhir Oktober 2022,dukung relokasi k   pltg grati bal target lengkap oktober    ,positive
bumnbacehhebat,2023-09-14T07:13:21Z,Teman Bumn Green Energy Station GES Siap melayani G20 Summit Delegasi Bali November 2022 Membutuhkan Aktivitas Kendaraan G20 Sebagian besar menggunakan energiyyou kendaraan listrik gespertamindukungg20 pertaminapimpintransisi energi energi,teman bumn green energy station ges layan   summit delegasi bal november     butuh aktivitas kendara   energiyyou kendara listrik   pertaminapimpintransisi energi energi,positive
AlySangadji,2023-09-16T06:13:54Z,"Jokowi meninjau Tahura Ngurah Rai Bali Forest Park Denpasar Tahura City, satu tempat seri G20 Bali 2022 KTT bulan depan Tahura.",jokowi tinjau tahura ngurah rai bal forest park denpasar tahura city seri   bal     k tahura,neutral
DivaCatrii,2023-09-15T23:39:15Z,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,presiden returned rapat final siap k   ada puncak temu   negara bal november    ,neutral
Oma_alam,2023-09-13T15:17:21Z,Pemerintah Mengantisipasi Gangguan Jaringan Telekomunikasi G20 Summit Bali Berhasil Mengembangkan Nasional,perintah antisipasi ganggu jaring telekomunikasi   summit bal hasil kembang nasional,positive
fataqi_z,2023-09-16T01:52:36Z,DEPAN KTT G20 Persiapan Bali Persiapan Ekonomi Ekonomi Berkelanjutan memperkuat kesuksesan,k   siap bal siap ekonomi ekonomi lanjut kuat sukses,positive
KemensetnegRI,2023-09-17T12:47:44Z,"5 Pastikan Kesiapan Bali Presiden Lokasi Tinjauan Presiden G20 Pertemuan Presiden Juga Pastikan Agenda Rinci Agenda G20 KTT Menutup Pertemuan Internasional Lainnya, yaitu KTT APEC ASEAN", pasti kesiap bal presiden lokasi tinjau presiden   temu presiden pasti agenda rinci agenda   k tutup temu internasional k apec asean,positive
nkrijiwaraga,2023-09-13T11:05:14Z,"Mari Dukung Implementasi Sukses G20 Summit Bali, Sulawesi Utara, G20Indonesia RecoverTogerRecoversTronger G20Indonesia2022 Groupoftwentyindonesia sulawesiutara",mari dukung implementasi sukses   summit bal sulawesi utara   recovertogerrecoverstronger       groupoftwentyindonesia sulawesiutara,neutral
MhmdAlissa,2023-09-16T22:49:42Z,Bahagia Membangun Kepemimpinan R20 Kelompok Agama G20 Nu Indonesia Religius Religion Summit Secara resmi diadopsi Mulai Pertama Kali Mendatang Bali Meeting Rely penting Axis Build Bridge West East,bahagia bangun pimpin   kelompok agama   nu indonesia religius religion summit resmi adopsi bal meeting rely axis build bridge west east,positive
Johnss___,2023-09-19T05:20:37Z,Persiapan Keamanan Kawalg20 ADAM PERUMAHAN G20 Summit Bali Diadakan 15 November 1622 Bali Polisi Regional Membawa Operasi Pura Agung Keamanan G20 KTT Meningkatkan Ekonomi Negara,siap aman   adam rumah   summit bal ada  november     bal polisi regional bawa operasi pura agung aman   k tingkat ekonomi negara,neutral
purworejo_rutan,2023-09-13T14:41:22Z,Arah akhir Yuspahrudin juga mengingatkan kepala UPT mendukung KTT G20 dipegang Bali mempertahankan wilayah kondusif tatanan keamanan,arah yuspahrudin kepala upt dukung k   pegang bal tahan wilayah kondusif tatanan aman,neutral
Faktorutama,2023-09-13T15:29:30Z,Sandiaga Uno Persiapan Bali Welcome 50 00 Delegasi Guil Glight G20 Hampir mencapai titik kulminasi,sandiaga uno siap bal welcome   delegasi guil glight   capai titik kulminasi,positive
GNurhazrati,2023-09-12T23:20:07Z,"Pemegang Indonesia G20 Presiden terus memantau perkembangan global termasuk situasi geopolitik di depan implementasi G20 Summit diadakan Bali November OnePiece1062 Kanker 5 Oktober, BTS Army Gryffindor Telkomsel Run BTS",pegang indonesia   presiden pantau kembang global situasi geopolitik implementasi   summit ada bal november     kanker  oktober bts army gryffindor telkomsel run bts,neutral
IxNdheso,2023-09-19T05:15:11Z,"ingin termasuk Deklarasi Pemimpin, Dijelaskan Pastikan Kesiapan Bali Presiden Joko Widodo Meninjau Langsung Lokasi G20 Pertemuan Presiden Juga Ingin Pastikan Pertemuan Agenda Terperinci Karena Agenda G20 Agenda KTT",deklarasi pimpin pasti kesiap bal presiden joko widodo tinjau lokasi   temu presiden pasti temu agenda perinci agenda   agenda k,positive
kalanganiseng,2023-09-12T23:46:56Z,G20Indonesia Pemerintah Menggunakan Mobil Listrik G20 Bali Summit,  perintah mobil listrik   bal summit,neutral
BUMNSerangJitu,2023-09-15T16:31:46Z,Pertamina Ready Serve G20 Summit Delegation Bali November 2022 Membutuhkan Kendaraan Listrik G20 Gespertaminadukungg20 Kegiatan,pertamina ready serve   summit delegation bal november     butuh kendara listrik     giat,positive
